title,genre,release_date,popularity,release_year
Hypnotic,Horror,2021-10-27,71.857,2021
Resident Evil: Welcome to Raccoon City,Horror,2021-11-24,450.638,2021
Resident Evil: Welcome to Raccoon City,Action,2021-11-24,450.638,2021
Resident Evil: Welcome to Raccoon City,Science Fiction,2021-11-24,450.638,2021
Midnight in the Switchgrass,Crime,2021-07-23,21.057,2021
Midnight in the Switchgrass,Mystery,2021-07-23,21.057,2021
Midnight in the Switchgrass,Thriller,2021-07-23,21.057,2021
Midnight in the Switchgrass,Action,2021-07-23,21.057,2021
Like a Cat on a Highway 2,Comedy,2021-08-14,5.628,2021
The Night Clerk,Thriller,2020-02-19,15.707,2020
The Night Clerk,Crime,2020-02-19,15.707,2020
The Night Clerk,Drama,2020-02-19,15.707,2020
The Lodge,Drama,2020-01-16,23.969,2020
The Lodge,Horror,2020-01-16,23.969,2020
The Lodge,Thriller,2020-01-16,23.969,2020
Spiral: From the Book of Saw,Horror,2021-05-12,128.278,2021
Spiral: From the Book of Saw,Crime,2021-05-12,128.278,2021
Spiral: From the Book of Saw,Mystery,2021-05-12,128.278,2021
The 355,Action,2022-01-05,166.96,2022
The 355,Thriller,2022-01-05,166.96,2022
Friendzone,Romance,2021-09-29,16.87,2021
Friendzone,Comedy,2021-09-29,16.87,2021
De Gaulle,History,2020-03-04,6.543,2020
De Gaulle,Drama,2020-03-04,6.543,2020
Squared Love,Comedy,2021-02-11,17.351,2021
Squared Love,Romance,2021-02-11,17.351,2021
Werewolves Within,Horror,2021-06-25,69.8,2021
Werewolves Within,Comedy,2021-06-25,69.8,2021
Centigrade,Thriller,2020-08-28,9.016,2020
Irresistible,Comedy,2020-07-01,17.126,2020
Irresistible,Drama,2020-07-01,17.126,2020
Bad Trip,Comedy,2020-09-26,73.507,2020
Firestarter,Thriller,2022-05-12,31.87,2022
Firestarter,Science Fiction,2022-05-12,31.87,2022
The Paramedic,Thriller,2020-09-16,11.603,2020
Lost Girls,Drama,2020-01-28,10.803,2020
Lost Girls,Mystery,2020-01-28,10.803,2020
Lost Girls,Thriller,2020-01-28,10.803,2020
Lost Girls,History,2020-01-28,10.803,2020
Meander,Horror,2021-05-26,176.286,2021
Meander,Science Fiction,2021-05-26,176.286,2021
Meander,Drama,2021-05-26,176.286,2021
Meander,Thriller,2021-05-26,176.286,2021
The Woman in the Window,Drama,2021-05-14,23.639,2021
The Woman in the Window,Crime,2021-05-14,23.639,2021
The Woman in the Window,Mystery,2021-05-14,23.639,2021
The Woman in the Window,Thriller,2021-05-14,23.639,2021
The Dark and the Wicked,Horror,2020-10-29,8.762,2020
The Dark and the Wicked,Drama,2020-10-29,8.762,2020
The Dark and the Wicked,Mystery,2020-10-29,8.762,2020
Psycho Goreman,Science Fiction,2020-10-29,47.778,2020
Psycho Goreman,Comedy,2020-10-29,47.778,2020
Psycho Goreman,Horror,2020-10-29,47.778,2020
All the Old Knives,Thriller,2022-04-08,199.397,2022
All the Old Knives,Action,2022-04-08,199.397,2022
Relic,Horror,2020-07-03,10.834,2020
Relic,Drama,2020-07-03,10.834,2020
Relic,Mystery,2020-07-03,10.834,2020
Relic,Thriller,2020-07-03,10.834,2020
Intrusion,Thriller,2021-09-22,86.177,2021
Wrong Turn,Horror,2021-01-26,124.151,2021
Wrong Turn,Thriller,2021-01-26,124.151,2021
Ghosts of War,Horror,2020-07-03,45.006,2020
Ghosts of War,Thriller,2020-07-03,45.006,2020
Ghosts of War,War,2020-07-03,45.006,2020
Ghosts of War,Fantasy,2020-07-03,45.006,2020
10 Days Without Mum,Family,2020-02-19,8.359,2020
10 Days Without Mum,Comedy,2020-02-19,8.359,2020
Stuck Together,Comedy,2021-10-20,16.677,2021
The Vanished,Thriller,2020-08-21,14.671,2020
Gretel & Hansel,Horror,2020-01-30,13.491,2020
Gretel & Hansel,Fantasy,2020-01-30,13.491,2020
Gretel & Hansel,Thriller,2020-01-30,13.491,2020
Brahms: The Boy II,Horror,2020-02-20,29.249,2020
Brahms: The Boy II,Mystery,2020-02-20,29.249,2020
Brahms: The Boy II,Thriller,2020-02-20,29.249,2020
Restless,Action,2022-02-25,200.943,2022
Restless,Thriller,2022-02-25,200.943,2022
Restless,Crime,2022-02-25,200.943,2022
Hubie Halloween,Comedy,2020-10-07,14.87,2020
Hubie Halloween,Mystery,2020-10-07,14.87,2020
Hubie Halloween,Horror,2020-10-07,14.87,2020
Censor,Horror,2021-06-11,11.191,2021
Censor,Mystery,2021-06-11,11.191,2021
Three Perfect Daughters,Comedy,2020-07-02,4.793,2020
The Takedown,Comedy,2022-05-06,359.044,2022
The Takedown,Action,2022-05-06,359.044,2022
The Weekend Away,Thriller,2022-03-03,174.348,2022
The Weekend Away,Mystery,2022-03-03,174.348,2022
Awake,Drama,2021-06-09,101.202,2021
Awake,Science Fiction,2021-06-09,101.202,2021
Awake,Thriller,2021-06-09,101.202,2021
No One Gets Out Alive,Horror,2021-09-29,113.203,2021
No One Gets Out Alive,Thriller,2021-09-29,113.203,2021
No One Gets Out Alive,Mystery,2021-09-29,113.203,2021
Bill & Ted Face the Music,Comedy,2020-08-27,17.337,2020
Bill & Ted Face the Music,Science Fiction,2020-08-27,17.337,2020
Bill & Ted Face the Music,Adventure,2020-08-27,17.337,2020
The Wretched,Horror,2020-03-09,11.89,2020
The Wretched,Mystery,2020-03-09,11.89,2020
The Wretched,Thriller,2020-03-09,11.89,2020
Hammamet,Drama,2020-01-09,5.323,2020
Hammamet,History,2020-01-09,5.323,2020
Fantasy Island,Horror,2020-02-12,24.038,2020
Fantasy Island,Fantasy,2020-02-12,24.038,2020
Fantasy Island,Adventure,2020-02-12,24.038,2020
Fantasy Island,Mystery,2020-02-12,24.038,2020
You Should Have Left,Horror,2020-06-18,32.733,2020
Deep Blue Sea 3,Action,2020-08-25,59.134,2020
Deep Blue Sea 3,Horror,2020-08-25,59.134,2020
Deep Blue Sea 3,Science Fiction,2020-08-25,59.134,2020
Come Away,Fantasy,2020-11-12,14.033,2020
Come Away,Adventure,2020-11-12,14.033,2020
Vampires vs. the Bronx,Comedy,2020-10-02,10.097,2020
Vampires vs. the Bronx,Horror,2020-10-02,10.097,2020
Kidz,Comedy,2020-01-23,4.778,2020
100% Wolf,Animation,2020-06-26,59.938,2020
100% Wolf,Family,2020-06-26,59.938,2020
100% Wolf,Fantasy,2020-06-26,59.938,2020
A Classic Horror Story,Drama,2021-07-14,60.142,2021
A Classic Horror Story,Horror,2021-07-14,60.142,2021
A Classic Horror Story,Mystery,2021-07-14,60.142,2021
A Classic Horror Story,Comedy,2021-07-14,60.142,2021
The Turning,Horror,2020-01-23,33.207,2020
The Turning,Thriller,2020-01-23,33.207,2020
Red Dot,Thriller,2021-02-11,53.991,2021
Red Dot,Horror,2021-02-11,53.991,2021
Nocturne,Horror,2020-10-13,20.987,2020
Nocturne,Mystery,2020-10-13,20.987,2020
Nocturne,Thriller,2020-10-13,20.987,2020
Nocturne,Music,2020-10-13,20.987,2020
Sentinelle,Thriller,2021-03-05,59.201,2021
Sentinelle,Action,2021-03-05,59.201,2021
Sentinelle,Drama,2021-03-05,59.201,2021
SAS: Red Notice,Drama,2021-08-11,87.887,2021
SAS: Red Notice,Action,2021-08-11,87.887,2021
SAS: Red Notice,Thriller,2021-08-11,87.887,2021
Stowaway,Science Fiction,2021-06-24,23.376,2021
Stowaway,Drama,2021-06-24,23.376,2021
Stowaway,Thriller,2021-06-24,23.376,2021
Stowaway,Adventure,2021-06-24,23.376,2021
Senior Year,Comedy,2022-05-11,218.557,2022
Rogue City,Crime,2020-10-30,8.983,2020
Rogue City,Thriller,2020-10-30,8.983,2020
Rogue City,Action,2020-10-30,8.983,2020
Rogue City,Drama,2020-10-30,8.983,2020
The Grandmother,Horror,2022-01-28,639.16,2022
Simply Black,Comedy,2020-07-08,5.824,2020
All My Friends Are Dead,Comedy,2020-12-28,15.802,2020
All My Friends Are Dead,Drama,2020-12-28,15.802,2020
All My Friends Are Dead,Thriller,2020-12-28,15.802,2020
A Castle for Christmas,Romance,2021-11-26,15.799,2021
A Castle for Christmas,Comedy,2021-11-26,15.799,2021
A Castle for Christmas,Family,2021-11-26,15.799,2021
Tesla,Drama,2020-08-14,12.617,2020
Tesla,History,2020-08-14,12.617,2020
The Swarm,Horror,2020-10-14,8.489,2020
The Doorman,Action,2020-10-01,80.86,2020
The Doorman,Thriller,2020-10-01,80.86,2020
In the Earth,Horror,2021-04-16,12.052,2021
In the Earth,Science Fiction,2021-04-16,12.052,2021
In the Earth,Thriller,2021-04-16,12.052,2021
The Lost Prince,Fantasy,2020-02-12,33.985,2020
The Lost Prince,Adventure,2020-02-12,33.985,2020
The Lost Prince,Comedy,2020-02-12,33.985,2020
Horizon Line,Thriller,2020-10-29,14.156,2020
The Midnight Sky,Science Fiction,2020-12-10,18.5,2020
The Midnight Sky,Drama,2020-12-10,18.5,2020
Spiderhead,Science Fiction,2022-06-15,942.152,2022
Spiderhead,Thriller,2022-06-15,942.152,2022
Spiderhead,Drama,2022-06-15,942.152,2022
Mother/Android,Science Fiction,2021-12-17,155.829,2021
Mother/Android,Thriller,2021-12-17,155.829,2021
An American Pickle,Comedy,2020-07-26,13.476,2020
An American Pickle,Drama,2020-07-26,13.476,2020
A Nice Girl Like You,Comedy,2020-07-18,10.641,2020
A Nice Girl Like You,Romance,2020-07-18,10.641,2020
365 Days: This Day,Romance,2022-04-27,486.946,2022
365 Days: This Day,Drama,2022-04-27,486.946,2022
Money Plane,Action,2020-09-29,10.163,2020
Money Plane,Crime,2020-09-29,10.163,2020
Shadow in the Cloud,Horror,2020-12-31,75.858,2020
Shadow in the Cloud,Action,2020-12-31,75.858,2020
Shadow in the Cloud,War,2020-12-31,75.858,2020
The Owners,Thriller,2020-08-27,55.13,2020
The Owners,Horror,2020-08-27,55.13,2020
The Vigil,Horror,2020-07-01,8.566,2020
The Vigil,Thriller,2020-07-01,8.566,2020
The Vigil,Mystery,2020-07-01,8.566,2020
Fatal Affair,Thriller,2020-07-16,14.34,2020
Things Heard & Seen,Horror,2021-04-29,15.328,2021
Tall Girl 2,Comedy,2022-02-11,47.086,2022
Tall Girl 2,Romance,2022-02-11,47.086,2022
Ava,Action,2020-07-02,155.235,2020
Ava,Crime,2020-07-02,155.235,2020
Ava,Drama,2020-07-02,155.235,2020
Ava,Thriller,2020-07-02,155.235,2020
The Tax Collector,Action,2020-08-07,59.819,2020
The Tax Collector,Crime,2020-08-07,59.819,2020
The Tax Collector,Drama,2020-08-07,59.819,2020
Deep Water,Drama,2022-03-18,141.691,2022
Deep Water,Mystery,2022-03-18,141.691,2022
Deep Water,Thriller,2022-03-18,141.691,2022
Arkansas,Crime,2020-05-05,8.725,2020
Arkansas,Thriller,2020-05-05,8.725,2020
OSS 117: From Africa with Love,Comedy,2021-08-04,9.735,2021
OSS 117: From Africa with Love,Adventure,2021-08-04,9.735,2021
OSS 117: From Africa with Love,Action,2021-08-04,9.735,2021
Artemis Fowl,Adventure,2020-06-12,30.697,2020
Artemis Fowl,Fantasy,2020-06-12,30.697,2020
Artemis Fowl,Science Fiction,2020-06-12,30.697,2020
Artemis Fowl,Family,2020-06-12,30.697,2020
Artemis Fowl,Action,2020-06-12,30.697,2020
Love Wedding Repeat,Comedy,2020-04-10,10.708,2020
Love Wedding Repeat,Romance,2020-04-10,10.708,2020
Good on Paper,Comedy,2021-06-23,13.339,2021
Good on Paper,Romance,2021-06-23,13.339,2021
Thunder Force,Action,2021-04-09,61.249,2021
Thunder Force,Adventure,2021-04-09,61.249,2021
Thunder Force,Comedy,2021-04-09,61.249,2021
Thunder Force,Science Fiction,2021-04-09,61.249,2021
Freaks – You're One of Us,Drama,2020-09-02,9.003,2020
Freaks – You're One of Us,Fantasy,2020-09-02,9.003,2020
Freaks – You're One of Us,Thriller,2020-09-02,9.003,2020
Skylines,Science Fiction,2020-10-25,86.896,2020
Skylines,Action,2020-10-25,86.896,2020
Si vive una volta sola,Comedy,2021-04-28,5.968,2021
Rogue,Action,2020-08-20,18.225,2020
Rogue,Adventure,2020-08-20,18.225,2020
Cadaver,Drama,2020-10-22,44.282,2020
Cadaver,Horror,2020-10-22,44.282,2020
Cadaver,Thriller,2020-10-22,44.282,2020
The Rental,Horror,2020-07-23,49.553,2020
Horse Girl,Drama,2020-01-27,12.81,2020
There's Someone Inside Your House,Thriller,2021-09-24,85.424,2021
There's Someone Inside Your House,Horror,2021-09-24,85.424,2021
There's Someone Inside Your House,Mystery,2021-09-24,85.424,2021
The Rhythm Section,Action,2020-01-31,21.66,2020
The Rhythm Section,Thriller,2020-01-31,21.66,2020
The Grudge,Horror,2020-01-01,32.34,2020
The Grudge,Mystery,2020-01-01,32.34,2020
Bliss,Science Fiction,2021-02-05,29.47,2021
Bliss,Romance,2021-02-05,29.47,2021
Bliss,Drama,2021-02-05,29.47,2021
COVID-21: Lethal Virus,Science Fiction,2021-01-01,9.749,2021
COVID-21: Lethal Virus,Thriller,2021-01-01,9.749,2021
COVID-21: Lethal Virus,Horror,2021-01-01,9.749,2021
Coffee & Kareem,Comedy,2020-04-03,10.928,2020
Coffee & Kareem,Action,2020-04-03,10.928,2020
Coffee & Kareem,Crime,2020-04-03,10.928,2020
The Misfits,Action,2021-06-03,84.277,2021
The Misfits,Thriller,2021-06-03,84.277,2021
Fatman,Action,2020-10-19,13.571,2020
Fatman,Comedy,2020-10-19,13.571,2020
Fatman,Fantasy,2020-10-19,13.571,2020
30 Days Max,Comedy,2020-10-14,7.519,2020
30 Days Max,Action,2020-10-14,7.519,2020
Two,Thriller,2021-07-23,197.684,2021
Two,Horror,2021-07-23,197.684,2021
The Binding,Horror,2020-10-02,37.331,2020
The Binding,Thriller,2020-10-02,37.331,2020
The Binding,Drama,2020-10-02,37.331,2020
Wander,Thriller,2020-12-04,8.681,2020
Wander,Crime,2020-12-04,8.681,2020
Wander,Mystery,2020-12-04,8.681,2020
Great White,Horror,2021-05-13,19.536,2021
Great White,Thriller,2021-05-13,19.536,2021
Downhill,Drama,2020-02-06,9.996,2020
Downhill,Comedy,2020-02-06,9.996,2020
Ballsy Girl,Comedy,2020-04-15,6.715,2020
Apex,Action,2021-11-12,139.859,2021
Apex,Thriller,2021-11-12,139.859,2021
Apex,Science Fiction,2021-11-12,139.859,2021
Windfall,Crime,2022-03-11,43.789,2022
Windfall,Thriller,2022-03-11,43.789,2022
Choose or Die,Horror,2022-04-15,25.632,2022
Choose or Die,Thriller,2022-04-15,25.632,2022
Choose or Die,Drama,2022-04-15,25.632,2022
Cuties,Drama,2020-08-19,7.243,2020
Bigbug,Science Fiction,2022-02-11,26.77,2022
Bigbug,Comedy,2022-02-11,26.77,2022
Texas Chainsaw Massacre,Horror,2022-02-18,429.811,2022
Texas Chainsaw Massacre,Thriller,2022-02-18,429.811,2022
Force of Nature,Action,2020-07-02,12.558,2020
Force of Nature,Crime,2020-07-02,12.558,2020
2067,Science Fiction,2020-10-01,23.155,2020
2067,Thriller,2020-10-01,23.155,2020
Hard Kill,Action,2020-10-23,15.932,2020
Hard Kill,Thriller,2020-10-23,15.932,2020
Black Water: Abyss,Horror,2020-07-09,156.496,2020
Black Water: Abyss,Thriller,2020-07-09,156.496,2020
Black Water: Abyss,Adventure,2020-07-09,156.496,2020
Black Water: Abyss,Mystery,2020-07-09,156.496,2020
Jurassic Hunt,Action,2021-08-26,150.881,2021
Jurassic Hunt,Science Fiction,2021-08-26,150.881,2021
Jurassic Hunt,Thriller,2021-08-26,150.881,2021
Home Sweet Home Alone,Family,2021-11-12,102.397,2021
Home Sweet Home Alone,Comedy,2021-11-12,102.397,2021
Nobody Sleeps in the Woods Tonight,Horror,2020-03-13,86.246,2020
Nobody Sleeps in the Woods Tonight,Thriller,2020-03-13,86.246,2020
Capone,Crime,2020-06-26,16.386,2020
Capone,Drama,2020-06-26,16.386,2020
Prisoners of the Ghostland,Action,2021-08-31,19.163,2021
Prisoners of the Ghostland,Fantasy,2021-08-31,19.163,2021
Deadly Illusions,Thriller,2021-03-18,17.366,2021
Deadly Illusions,Drama,2021-03-18,17.366,2021
Jiu Jitsu,Action,2020-11-20,92.22,2020
Jiu Jitsu,Science Fiction,2020-11-20,92.22,2020
Jiu Jitsu,Fantasy,2020-11-20,92.22,2020
Brazen,Thriller,2022-01-13,193.958,2022
Brazen,Mystery,2022-01-13,193.958,2022
Brazen,Drama,2022-01-13,193.958,2022
The Last Thing He Wanted,Drama,2020-02-14,18.588,2020
The Last Thing He Wanted,Thriller,2020-02-14,18.588,2020
The Bubble,Comedy,2022-03-25,73.239,2022
Prey,Thriller,2021-09-10,64.052,2021
